descripcion_procesada_es,fuente,cluster,sentimiento,frame,subtopico
imperdibles nos visito recientacion y nos cuenta fueron 1 ir norte pasar 2 conocer disfrutar vistas 3 pasear carri to golf 4 recorrer calle hidalgo caer sol anadirias algo cuentanos comentarios nos visito recientemente publicacion dice estos fueron 1 pasando playa norte 2 visitar disfrutar vistas 3 ir dar paseo golf cart 4 caminando calle hidalgo sunset agregarias algo cuentanos comentarios mejor dos mundo s,post,3,NEU,RESPONSABILIDAD,-1
feliz mundi all turismo pueblo mac ico tie privilegio ser primer hoy queremos recordarte nuestra espera desfrutas otros espectaculos naturales unicos personas amas feliz world tourism day magic towns primer nuestro pais hoy queremos recordarles nuestra esperando disfrute otros espectaculos naturales unicos personas amas w td 21 mejor dos mundo s,post,5,NEU,NEUTRAL,-1
vistas unicas nuestro bello destino varian pequenas bohemias estancias hasta grandes espectaculares hotel alcanzas distinga fondo uct ver segundo plano mejor dos mundo s,post,2,POS,NEUTRAL,-1
ya conocas centro encontrario podras entre otras cosas ider electrica estado ya centro encontrar entre otras cosas cultura pueblo magic o,post,1,NEU,NEUTRAL,-1
hola cancu n parte 22 kilomanos largo tiene zona hotel era cual podras entrante as hermosas destino protip viajero unos pasos encontraras tortugas sale ferry cruzar cancu n parte hotel zone encontrar playas hermosas destino traveler protip unos pasos distancia encontraras playa tortugas ferry va cruzar 20 min,post,8,NEG,NEUTRAL,-1
delicias mexicanas estas fajitas saben tan ricas hijo muchos platillos podras encontrario acompanas tortillas disfrutarias tal estan servidas estas fa j it as saben tan bien ven son muchos dishes encontrar entonces acompanarias tortillas no gas trono mia mexicana food,post,1,NEU,NEUTRAL,-1
imitando perfeccion naturaleza aunque sin capaciones mareas piscinas hechas harbre sin duda disfrutano enormento verdad quisieras estar ellas junto aunque posible podamos exactamente gustaria estar ellos mejor dos mundo s,post,6,NEU,NEUTRAL,-1
buscando souvenir antes volver casa pequenos establecimientos encontraras todo amor habilidad cuidado artesanos locales transformados bellas recuerdos podras lllevar contigo buscas souvenir antes regresar casa pequenos establecimientos encontraras todo amor habilidad cuidado artesanos locales transformados hermosos recuerdos llevar contigo 20 min cancu n yuki market gram,post,1,NEU,NEUTRAL,-1
felicidad hijo momeros nos hacen sentir vivos nadando azul cristalina electrica felicidad son momentos nos hacen sentir vivos nadando azul cristalina satisfaccion natura puede dar chaves im,post,7,NEU,NEUTRAL,-1
blanca mejor amigo combinacion contiena tarde ceres llenos mucha diversion descanso ambos visita blanca mejor amigo combo hermosos sunsets beach mucha diversion relajacion dos 1 hr 3 min blanca,post,5,NEU,NEUTRAL,-1
seguro tortugas pequeno refugio tortugas marinas y mismo tiempo sitio podemos observarlas aprender ellas ya conoces pequeno refugio turtles y mismo tiempo podemos ver aprender ellos oido hablar explores arad mir arcu idar,post,8,NEU,NEUTRAL,-1
dos maravillas buceanddo galeria localizada ar recife elm eco podras ver lasculturas conocidas bendiciones ademas hipnotica divi endo galeria ubicado elm eco reef vera esculturas conocidas bendiciones ademas hipnoticos 141411 arad mir arcu idar musa underwater via jar,post,6,NEU,NEUTRAL,-1
hermosa paleta colores kuxtal capturo imagen verde une turque baje puente niz uc zona hotel era inmporta recorres spot caminando auto vista maravillosa kuxtal capturo imagen verde encuentra turquesa debajo puente niz uc hotel zone importa caminas conduces vista maravillosa 20 min cancu n,post,3,NEU,NEUTRAL,-1
cielo extremo muy visitado gran albergar pon prueba agudeza visual conocimiento destino dinos logras distinguirle foto extremo popular conocido gran pon prueba tus ojos conocimiento destino diganos encontrarlo foto mejor dos mundo s,post,5,NEU,NEUTRAL,-1
muy colorida hay teamamara vista tienos rincones variados embellecer carrete fotos cual rincon favorito nuestro destino enamoraras brillantes tonos llena brillante hara carrete fotos cante cual favorito nuestra destination,post,5,POS,NEUTRAL,-1
conoca criatura noble trata majestuoso tiburon ball ena hoy conmemora proposito hacer conciencia acerca cuidado debemos tener especie surca aguas todos veranos pez grande mundo conmemora hoy world whale shark day ojo promover preservacion magnifica especie cruza cada verano alguien ha tenido experiencia nadar ellos is lac on toy arad mir arcu idar,post,4,POS,NEUTRAL,-1
otro nivel paso kayak podras tener hacia dentro oceano fuera navegando tranquilidad sobre kayak transparente despues ver foto seguro sale cambiar lugares verdad tener mientras reman traves aguas haganos saber desea cambiar,post,4,NEU,NEUTRAL,-1
imagina esto tus mejores amigos disfrutando deliciosa comida escuchando buena musica terraza orilla entonces complementa visita pasando alguno clubes imagine esto usted mejores amigos disfrutan sabrosa comida escuchan excelentes canciones terraza junto playa luego asegurese dejar tiempo visitarnos nuestros fantasticos clubes beach,post,8,NEU,NEUTRAL,-1
instantes perfectos vista tarde cer calma oceano seran combinacion ideal hacerte naturaleza paddle boarding alrededor sunset vistas tonos tranquilidad unen hacerte sentir natura arad mir arcu idar,post,2,POS,NEUTRAL,-1
ven hacer nuevo amigos debajo superficie hay otro mundo maravilloso lleno hermosas criaturas norte claridad color aguas hara enamoras primera vista tan sumergirte cerca orilla bajo hay otro mundo maravilloso lleno incluida muchas criaturas hermosas norte justo alta aguas son tan claras enamoraras paisaje underwater arad mir arcu idar,post,4,NEU,NEUTRAL,-1
tiene visitado deshabitada estas tiene hecho oportunidad tomar tour is lac on toy tranquilidad observacion natural eza consejo planealo tiempo ya ser area protegida asi oportunidad haga recorrido barco is lac on toy tropical paz tranquilidad reignan asegurese reservar bien anticipacion porque arad mir arcu idar,post,3,NEU,OPORTUNIDAD,-1
gracias tanto bonita hoy festajamos todo aquello hace todos amamos 1minte tus coloridas calles 2 pase calidez gente 3 bellos amaneceres 4 tus playas mundialme reconocidas 5 pasva gran historia feliz aniversario gracias todo hermosa hoy celebramos todo convierte 1ans coloridas calles 2minte calidez gente 3 amaneceres ensueno 4 tus playas fama mundial 5minte gran historia feliz cumpleanos ciudad,post,5,NEU,NEUTRAL,-1
estar cima mundo dejes visitar famosa parte puede convertir momento especial aun memorable captura olvides visitar famosa parte,post,5,NEU,NEUTRAL,-1
banquero vez hacernos reflexion escultura mu sio suba cu at i code arte junto resto transforman ayuda oceano algo artificial algo organnico lleno ser ocupados criaturas haciendolas casa escultura estimulante arad mir arcu idar,post,6,NEU,NEUTRAL,-1
medicina alma porque cuando necesitas escapar unos dias ritmo acelerado ciadad llegas pequena todo transcurre lento incurso horas pasas electrica porque cuando necesitas escapar ritmo agitado diaria nada hace alma mejor estadia pequena todo sucede lentamente incluidas horas estar lejos,post,6,NEU,NEUTRAL,-1
