prompt,prompt_traducido,prompt_limpio,texto_procesado,cluster,tema_principal,ciudad
"a wooden door with a sign on it, museum background, tlaquepaque, museum, museum exposition, low light museum, massive decorated doors, portal, museum archive, museum curator, stucco walls, pueblo architecture, macuahuitl, el anatsui, museum display, background is a low light museum, wooden walls with framed art","Una puerta de madera con un letrero, fondo del museo, tlaquepaco, museo, exposición de museos, museo con poca luz, puertas decoradas masivas, portal, archivo de museos, curador de museos, paredes de estuco, arquitectura de pueblo, macuahuitl, el anatsui, visualización del museo, el fondo es un museo de baja luz, muros de madera con arte de arte con fazas con fazas",una puerta de madera con un letrero fondo del museo tlaquepaco museo exposicion de museos museo con poca luz puertas decoradas masivas portal archivo de museos curador de museos paredes de estuco arquitectura de pueblo macuahuitl el anatsui visualizacion del museo el fondo es un museo de baja luz muros de madera con arte de arte con fazas con fazas,letrero tlaquepaco exposicion puerta decorado masivo portal archivo curador pared estuco arquitectura pueblo macuahuitl anatsui visualizacion fondo museo bajo luz muro madera arte fazas,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"red bull f12 f12, formula 1, formula one car, 2 0 2 1 formula 1 audi car, max verstappen, daniel ricciardo, f 1, monaco, dakar, f 1/3, vfx, red bull, dodging bullets, inspired by Alonso Vázquez, renault ultimo, racecar, running robots in a marathon","Red Bull F12 F12, Fórmula 1, Fórmula Uno, 2 0 2 1 Fórmula 1 Audi Car, Max Verstappen, Daniel Ricciardo, F 1, Monaco, Dakar, F 1/3, VFX, Red Bull, esquivando balas, inspiradas por Alonso Vázquez, Renaault Ultimo, Recuperar, ejecutando robots en un Marathon A Marathon.",red bull f12 f12 formula 1 formula uno 2 0 2 1 formula 1 audi car max verstappen daniel ricciardo f 1 monaco dakar f 13 vfx red bull esquivando balas inspiradas por alonso vazquez renaault ultimo recuperar ejecutando robots en un marathon a marathon,f12 formular formula audi car max verstappen daniel ricciardo monaco dakar vfx red bull esquivar bala inspirado alonso vazquez renaault recuperar ejecutar robot marathon,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a tree with purple flowers, background basilica! sacre coeur, purple flower trees, lilac sunrays, long violet and green trees, violet colors, violet flowers, purple trees, church background, purple flowers, purple colors, splendid haussmann architecture, white church background, purple roofs, cathedral background, paris background, the city of paris, purple ambient light","¡Un árbol con flores moradas, Basílica de fondo!Sacre Coeur, árboles de flores moradas, frases lilas, árboles violetas y verdes largos, colores violetas, flores violetas, árboles morados, fondo de la iglesia, flores moradas, colores morados, espléndida arquitectura de Haussmann, fondo de iglesias blancas, techos morados, fondo de catedral, fondo de parís, la ciudad de París, luz de ambiente púrpura, luz ambiental",un arbol con flores moradas basilica de fondosacre coeur arboles de flores moradas frases lilas arboles violetas y verdes largos colores violetas flores violetas arboles morados fondo de la iglesia flores moradas colores morados esplendida arquitectura de haussmann fondo de iglesias blancas techos morados fondo de catedral fondo de paris la ciudad de paris luz de ambiente purpura luz ambiental,basilico sacre coeur frase lila arboles violetas verde largo violeta arbol flor morada color esplendido arquitectura haussmann iglesia blanco techo morado catedral fondo ciudad paris ambiente purpura luz ambiental,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a pink building with a bicycle parked outside, restaurant exterior photography, pastel color theme, saturated pastel colors, with colorful flowers and plants, pastel pink concrete, pastel color, rich pastel color palette, rich pastel colors, concept eclectic, pastel color palette, alebrijes aesthetic, vibrant pastel color palette, pastel colors scheme, cafe for felted animals","a pink building with a bicycle parked outside, restaurant exterior photography, pastel color theme, saturated pastel colors, with colorful flowers and plants, pastel pink concrete, pastel color, rich pastel color palette, rich pastel colors, concept eclectic, pastel color palette, alebrijes aesthetic, vibrant pastel color palette, pastel colors scheme, cafe for felted animals",a pink building with a bicycle parked outside restaurant exterior photography pastel color theme saturated pastel colors with colorful flowers and plants pastel pink concrete pastel color rich pastel color palette rich pastel colors concept eclectic pastel color palette alebrijes aesthetic vibrant pastel color palette pastel colors scheme cafe for felted animals,building bicycle parked outside restaurant exterior photography theme saturated with colorful flowers and plants pink concretar rich concept eclectic alebrij aesthetic vibrant color palette pastel colors scheme cafe for felted animals,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a large aquarium with a large fish swimming in it, a huge glass tank, giant aquarium in natural cave, okinawa churaumi aquarium, aquarium, big aquarium, underwater home, undersea temple with fish, under water deep sea laboratory, fish tank, inside an underwater train, ( ( ( aquarium bed ) ) ) ), underwater view, aisles of aquariums","Un acuario grande con un pez grande que nadan en él, un enorme tanque de vidrio, un acuario gigante en cueva natural, acuario de Okinawa Churaumi, acuario, acuario grande, hogar submarino, templo submarino con pescado, bajo el laboratorio de mar de aguas profundas, peces, dentro de un tren submarino, ((lecho de acuario))), visión bajo agua, aisles de acuarios de acuarios",un acuario grande con un pez grande que nadan en el un enorme tanque de vidrio un acuario gigante en cueva natural acuario de okinawa churaumi acuario acuario grande hogar submarino templo submarino con pescado bajo el laboratorio de mar de aguas profundas peces dentro de un tren submarino lecho de acuario vision bajo agua aisles de acuarios de acuarios,nadar enorme tanque vidrio gigante cueva natural okinawa churaumi hogar templo pescado laboratorio mar profundo pez tren submarino lecho vision agua aisl acuario,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a pizza with figs and figs on it, italian pizza, italian masterpieces, one red tomato slice, the pizza has a large cornicione, pepperoni, italian renaissance, pizza, super realistic food picture, supreme pizza, pizza pie, pizza cosmos, italian, pizza!, italian masterpiece, pizza is everywhere, italian flag, amazing food photography, presenting pizza","Una pizza con higos e higos, pizza italiana, obras maestras italianas, una rebanada de tomate roja, la pizza tiene una gran corniciona, pepperoni, renacimiento italiano, pizza, una imagen de comida súper realista, pizza de pizza de pizza, Pizza, Pizza de pizza, italiano, presente a italiano!pizza",una pizza con higos e higos pizza italiana obras maestras italianas una rebanada de tomate roja la pizza tiene una gran corniciona pepperoni renacimiento italiano pizza una imagen de comida super realista pizza de pizza de pizza pizza pizza de pizza italiano presente a italianopizza,higo obra maestro rebanada tomate rojo corniciona pepperoni renacimiento imagen comida super realista presente italiano pizza,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"the courtyard of the old building, market, colored market stand, the vibrant echoes of the market, bangkok townsquare, urban plaza, market stalls, street market, busy market, the neat and dense buildings, catia, the hard and strong buildings, multistory building, ue marketplace, quito school, brutalist aztec architecture, downtown mexico, food court, marketplace","El patio del antiguo edificio, el mercado, el soporte de mercado de color, los ecos vibrantes del mercado, Bangkok Townsquare, Urban Plaza, Market Stalls, Street Market, Octle Market, The Neat y Dense Buildings, Catia, los edificios duros y fuertes, edificios de múltiples múltiples.",el patio del antiguo edificio el mercado el soporte de mercado de color los ecos vibrantes del mercado bangkok townsquare urban plaza market stalls street market octle market the neat y dense buildings catia los edificios duros y fuertes edificios de multiples multiples,patio antiguo soporte color eco vibrante mercado bangkok townsquare urban plaza stalls street octle market the neat dense buildings catia duro fuerte edificio multipl,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a christmas tree with lights and decorations in front of a building, festive atmosphere, tlaquepaque, by Dave Arredondo, emitting light ornaments, christmas lights, bangkok townsquare, warm glow from the lights, warm yellow lights, warm lights, magical lights, large led lights, christmas tree, taken in silver dollar city, captivating glowing lights","Un árbol de Navidad con luces y decoraciones frente a un edificio, un ambiente festivo, tlaquepaco, por Dave Arredondo, adornos de luz emergentes, luces de Navidad, Bangkok Townsquare, cálido resplandor de las luces, luces amarillas cálidas, luces cálidas, luces mágicas, grandes luces LED, árboles de Navidad grandes, tomas de dólares plateados, luces captivadoras brillantes.",un arbol de navidad con luces y decoraciones frente a un edificio un ambiente festivo tlaquepaco por dave arredondo adornos de luz emergentes luces de navidad bangkok townsquare calido resplandor de las luces luces amarillas calidas luces calidas luces magicas grandes luces led arboles de navidad grandes tomas de dolares plateados luces captivadoras brillantes,decoración frente edificio ambiente festivo tlaquepaco dave arredondo adorno emergente bangkok townsquare calido resplandor amarillo calida magica led arbol navidad toma dolar plateado luz captivadora brillante,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a plate of shrimp and potatoes on a table, prawn, shrimp, lobster, over a dish and over a table, served on a plate, food focus, crustacean, crustacean head, amazing food photography, the fork is on a plate, langoliers, skewer, seafood in preserved in ice, kebab, award winning food photo","Un plato de camarones y papas en una mesa, langostinos, camarones, langosta, sobre un plato y sobre una mesa, servido en un plato, enfoque de comida, crustáceos, cabeza de crustáceos, fotografía de comida increíble, la horquilla está en un plato, langolinos, brochetas, mariscos en el hielo, kebab, galardonada fotografía de alimentos.",un plato de camarones y papas en una mesa langostinos camarones langosta sobre un plato y sobre una mesa servido en un plato enfoque de comida crustaceos cabeza de crustaceos fotografia de comida increible la horquilla esta en un plato langolinos brochetas mariscos en el hielo kebab galardonada fotografia de alimentos,papa langostino camarón langosto mesa servido enfoque cabeza crustaceos comida increible horquilla plato langolino brocheta marisco hielo kebab galardonado fotografia alimento,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a large building with a clock on top of it, downtown mexico, by Ignacio Bazan-Lazcano, tlaquepaque, in a city with a rich history, by Francisco Zúñiga, guanajuato, las pozas, mexico, by Gilberto Soren Zaragoza, mexico city","Un gran edificio con un reloj en la parte superior, en el centro de México, de Ignacio Bazan-Lazcano, Tlaquepaco, en una ciudad con una rica historia, de Francisco Zúñiga, Guanajuato, Las Plas, México, de Gilberto Soren Zaragoza, Ciudad de México.",un gran edificio con un reloj en la parte superior en el centro de mexico de ignacio bazanlazcano tlaquepaco en una ciudad con una rica historia de francisco zuniga guanajuato las plas mexico de gilberto soren zaragoza ciudad de mexico,edificio reloj superior centro ignacio bazan lazcano tlaquepaco rico historia francisco zuniga guanajuato plas gilberto soren zaragoza ciudad mexico,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a hand holding a cup of tea in front of a gaze, tlaquepaque, downtown mexico, guanajuato, getting his tacos and drink), mexico, foto realista, image artifacts, promotional images, yutja, community celebration, masqua, cold drinks, holding a drink, copper cup, cool marketing photo, travel guide, mexican desert","Una mano que sostiene una taza de té frente a una mirada, tlaquepaco, en el centro de México, Guanajuato, obteniendo sus tacos y bebidas), México, Foto Realista, artefactos de imágenes, imágenes promocionales, yutja, celebración comunitaria, masca, bebidas frías, sosteniendo una bebida, una foto de marketing fría, guía de viaje, desierto mexicano",una mano que sostiene una taza de te frente a una mirada tlaquepaco en el centro de mexico guanajuato obteniendo sus tacos y bebidas mexico foto realista artefactos de imagenes imagenes promocionales yutja celebracion comunitaria masca bebidas frias sosteniendo una bebida una foto de marketing fria guia de viaje desierto mexicano,mano taza frente mirada tlaquepaco centro guanajuato obtener taco mexico realista artefacto imagen promocional yutja celebracion comunitario masca sostener bebida foto marketing fria guia viaje desierto mexicano,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a tall tower with a clock on top, ancient catedral behind her, tlaquepaque, downtown mexico, city of armenia quindio, the flower tower, by Juan Villafuerte, by Rodolfo Escalera, church background, guanajuato, baroque architecture, architectural and tom leaves, mexico","Una torre alta con un reloj en la parte superior, antiguo Catedral detrás de ella, Tlaquepqueque, centro de México, ciudad de Armenia Quindio, la Torre de Flores, de Juan Villafuerte, de Rodolfo Escalera, fondo de la iglesia, Guanajuato, arquitectura barroca, arquitectura y tom hojas, México, México, México, México.",una torre alta con un reloj en la parte superior antiguo catedral detras de ella tlaquepqueque centro de mexico ciudad de armenia quindio la torre de flores de juan villafuerte de rodolfo escalera fondo de la iglesia guanajuato arquitectura barroca arquitectura y tom hojas mexico mexico mexico mexico,alto reloj superior antiguo catedral tlaquepqueque centro ciudad armenia quindio torre flor juan villafuerte rodolfo escalera fondo iglesia guanajuato barroco arquitectura tom hojas mexico,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a night view of the entrance to the hotel, tlaquepaque, downtown mexico, guanajuato, mexico city, city of armenia quindio, in a city with a rich history, parks and public space, city quality lighting, by Juan Villafuerte, hdr photography, by Federico Uribe, hdr photograph, glowing epicentre, palermo city street","Una vista nocturna de la entrada al hotel, Tlaquepaco, en el centro de México, Guanajuato, Ciudad de México, ciudad de Armenia Quindio, en una ciudad con una rica historia, parques y espacio público, iluminación de calidad de la ciudad, por Juan Villafuerte, fotografía HDR, por Federico Urib, HDR Fotographing, Epicenter, Palermo City Street de la ciudad",una vista nocturna de la entrada al hotel tlaquepaco en el centro de mexico guanajuato ciudad de mexico ciudad de armenia quindio en una ciudad con una rica historia parques y espacio publico iluminacion de calidad de la ciudad por juan villafuerte fotografia hdr por federico urib hdr fotographing epicenter palermo city street de la ciudad,vista nocturno entrada hotel tlaquepaco centro guanajuato mexico armenia quindio rico historia parques espacio publico iluminacion calidad juan villafuerte fotografia federico urib hdr fotographing palermo city street ciudad,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"the interior of the auditorium, by David Alfaro Siqueiros, by José Clemente Orozco, mat collishaw, piranesi's chamber, by Tintoretto, by Andrea Pozzo, inspired by Andrea Pozzo, 3 6 0 projection, by Maties Palau Ferré, painting on the ceiling, muralism, renaissance mural","the interior of the auditorium, by David Alfaro Siqueiros, by José Clemente Orozco, mat collishaw, piranesi's chamber, by Tintoretto, by Andrea Pozzo, inspired by Andrea Pozzo, 3 6 0 projection, by Maties Palau Ferré, painting on the ceiling, muralism, renaissance mural",the interior of the auditorium by david alfaro siqueiros by jose clemente orozco mat collishaw piranesis chamber by tintoretto by andrea pozzo inspired by andrea pozzo 3 6 0 projection by maties palau ferre painting on the ceiling muralism renaissance mural,interior auditorium david alfaro siqueiros jose clemente orozco mat collishaw piranesi chamber tintoretto inspired andrea pozzo projection maties palau ferre painting the ceiling muralism renaissance mural,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a long sidewalk with palm trees on both sides, —ar 16:9, - ar 1 6 : 9, photodirector 365, photodirector 3 6 5, pilar, 3d parallax view effect, running sequence, by Juan Villafuerte, running, icon for weather app, hot and sunny, city of armenia quindio, miles df","Una acera larga con palmeras en ambos lados, —Ar 16: 9, - AR 1 6: 9, Photodirector 365, Photodirector 3 6 5, Pilar, Efecto de vista de paralaje 3D, secuencia de ejecución, por Juan Villafuerte, Running, Icon for Weather App, Hot and Sunny, City of Armenia Quindio, Miles DF",una acera larga con palmeras en ambos lados ar 16 9  ar 1 6 9 photodirector 365 photodirector 3 6 5 pilar efecto de vista de paralaje 3d secuencia de ejecucion por juan villafuerte running icon for weather app hot and sunny city of armenia quindio miles df,acera largo palmera lado photodirector pilar efecto vista paralaje secuencia ejecucion juan villafuerte running icon for weather app hot and sunny city armenia quindio miles,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a statue of a man in front of a church, guanajuato, black domes and spires, ancient catedral behind her, tall stone spires, downtown mexico, in a city with a rich history, mexico city, tlaquepaque, museum background, marble columns in background, neoclassical tower with dome, tall spires, majestic spires","a statue of a man in front of a church, guanajuato, black domes and spires, ancient catedral behind her, tall stone spires, downtown mexico, in a city with a rich history, mexico city, tlaquepaque, museum background, marble columns in background, neoclassical tower with dome, tall spires, majestic spires",a statue of a man in front of a church guanajuato black domes and spires ancient catedral behind her tall stone spires downtown mexico in a city with a rich history mexico city tlaquepaque museum background marble columns in background neoclassical tower with dome tall spires majestic spires,statue man front church guanajuato black dom and ancient catedral behind her stone downtown rich history mexico city tlaquepaque museum marble columns background neoclassical tower with dome tall spir majestic spires,0,the,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"the tunnel at night, cellar, les catacombes, cave lighting, deep blue lighting, uplighting, ethereal blue lighting, dark underground cave, large led lights, cool purple slate blue lighting, soft blue lighting, cave prison, blue lighting, underground lab, cold blue lighting, basement, rembrandt lighting scheme, underground bunker, giant crypto vault, inside a crypt","El túnel por la noche, el sótano, las catacombas, la iluminación de la cueva, la iluminación azul profundo, la iluminación, la iluminación azul etérea, la cueva subterránea oscura, las grandes luces LED, la iluminación de azul pizarra de color púrpura fresco, la iluminación azul suave, la prisión de la cueva, la iluminación azul, el laboratorio subterráneo, la iluminación azul fría, el sótano, la iluminación de la iluminación, el esquema de iluminación subterránea, la cripicia gigante, la cripía gigante, el interior de la cría de la cría de la cría de la cría de remoultación, el esquema de la iluminación de la red de los remoultados.",el tunel por la noche el sotano las catacombas la iluminacion de la cueva la iluminacion azul profundo la iluminacion la iluminacion azul eterea la cueva subterranea oscura las grandes luces led la iluminacion de azul pizarra de color purpura fresco la iluminacion azul suave la prision de la cueva la iluminacion azul el laboratorio subterraneo la iluminacion azul fria el sotano la iluminacion de la iluminacion el esquema de iluminacion subterranea la cripicia gigante la cripia gigante el interior de la cria de la cria de la cria de la cria de remoultacion el esquema de la iluminacion de la red de los remoultados,tunel noche catacomba profundo etereir oscuro luz led pizarra color purpura fresco suave prision cueva laboratorio subterraneo azul fria sotano subterranea cripicia cripia gigante interior cria remoultacion esquema iluminacion red remoultado,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a black and white checkered floor, wooden walls with framed art, art exhibition, bill lowe gallery, wall full of small art painting, multi-layered artworks, art decor, trending on artlist, art gallery, contemporary art gallery, art wall, art house, paintings, photo taken with canon 5d, art on walls, exhibition of paintings, restaurant interior photography","Un piso a cuadros en blanco y negro, paredes de madera con arte enmarcado, exhibición de arte, galería Bill Lowe, pared llena de pequeñas pinturas de arte, obras de arte de varias capas, decoración de arte, tendencia en arte de arte, galería de arte, galería de arte contemporánea, pared de arte, casa de arte, pinturas, fotos con canon 5d, arte en las paredes, exposiciones de pinturas, restaurantes fotografía interiores",un piso a cuadros en blanco y negro paredes de madera con arte enmarcado exhibicion de arte galeria bill lowe pared llena de pequenas pinturas de arte obras de arte de varias capas decoracion de arte tendencia en arte de arte galeria de arte galeria de arte contemporanea pared de arte casa de arte pinturas fotos con canon 5d arte en las paredes exposiciones de pinturas restaurantes fotografia interiores,piso cuadro blanco negro madera enmarcado exhibicion bill lowe lleno pequena obra capa decoracion tendencia galeria contemporaneo casa foto canon arte pared exposición pintura restaurante fotografia interiores,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a field of pine trees with mountains in the background, jamaica, cabbage trees, flowering pineapples, in a open green field, cactus adjacent, beautiful vistas with cacti, natural background, large plants in the background, plants environment, lush field, lush green cactus, field background, rows of lush crops, grass - like, colors of jamaica","Un campo de pinos con montañas en el fondo, Jamaica, repollo, piñones en flor, en un campo verde abierto, cactus adyacentes, vistas hermosas con cactus, fondo natural, grandes plantas en el fondo, entorno de plantas, campo exuberante, exuberante cactus verde, fondo de campo, filas de cultivos exuberantes, hierba, como, colores de jamaica",un campo de pinos con montanas en el fondo jamaica repollo pinones en flor en un campo verde abierto cactus adyacentes vistas hermosas con cactus fondo natural grandes plantas en el fondo entorno de plantas campo exuberante exuberante cactus verde fondo de campo filas de cultivos exuberantes hierba como colores de jamaica,pino montana repollo pinón flor abierto adyacente vista hermoso natural entorno planta exuberante cactus verde fondo campo fila cultivo exuberant hierba color jamaica,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a man with tattoos is preparing food in a kitchen, gastronomica magazine, nekro petros afshar, shabab alizadeh, gastronomy magazine, alphonso azpiri, photograph of a sleeve tattoo, elias chatzoudis, cecco bravo, tattooed man, michelin star photography, by Carpoforo Tencalla, marco bucci","Un hombre con tatuajes está preparando comida en una cocina, revista Gastronomica, Nekro Petros Afshar, Shabab Alizadeh, Gastronomy Magazine, Alphonso Azpiri, Fotografía de un tatuaje de manga, Elias Chatzoudis, Cecco Bravo, Tattooed Man, Michelin Star Photography, de Carpoforo Tencalla, Marco Bicucci Bucco Bravo.",un hombre con tatuajes esta preparando comida en una cocina revista gastronomica nekro petros afshar shabab alizadeh gastronomy magazine alphonso azpiri fotografia de un tatuaje de manga elias chatzoudis cecco bravo tattooed man michelin star photography de carpoforo tencalla marco bicucci bucco bravo,hombre tatuaj preparar comida cocina revista gastronomico nekro petro afshar shabab alizadeh gastronomy magazine alphonso azpiri fotografia tatuaje manga elias chatzoudis cecco tattooed man michelin star photography carpoforo tencalla marco bicucci bucco bravo,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a group of people walking down a street holding flags, pride parade, celebrating an illegal marriage, parade, beautiful costume, pride flag in background, gay pride, la catrina, carnaval de barranquilla, lgbt flag, rainbow clothes, community celebration, gay rights, pride, lgbt art, gold black and rainbow colors, diverse costumes, pride month","Un grupo de personas caminando por una calle que sostiene banderas, un desfile de orgullo, celebrando un matrimonio ilegal, desfile, hermoso traje, bandera de orgullo en el fondo, orgullo gay, la Catrina, Carnaval de Barranquilla, bandera LGBT, ropa de arco iris, celebración comunitaria, derechos gay, orgullo, arte LGBT, color negro y color negro de arcoiras, costos diversos, costeras de mes prides",un grupo de personas caminando por una calle que sostiene banderas un desfile de orgullo celebrando un matrimonio ilegal desfile hermoso traje bandera de orgullo en el fondo orgullo gay la catrina carnaval de barranquilla bandera lgbt ropa de arco iris celebracion comunitaria derechos gay orgullo arte lgbt color negro y color negro de arcoiras costos diversos costeras de mes prides,grupo persona caminar calle sostener celebrar matrimonio ilegal desfile hermoso traje fondo catrín carnaval barranquilla bandera ropa arco iris celebracion comunitario derechos gay orgullo arte lgbt color negro arcoira costo costero mes prides,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a large blue dome with a fountain in front of it, geodesic dome, geodesic building, geodesic domes, futuristic dome, glass domes, geodesic architecture, glass dome, glass sphere, giant glass dome in space, glass bubble helmet, inspired by Buckminster Fuller, by Buckminster Fuller, translucent sphere, geodesic","Una gran cúpula azul con una fuente frente a ella, cúpula geodésica, edificio geodésico, cúpulas geodésicas, cúpula futurista, cúpulas de vidrio, arquitectura geodésica, cúpula de vidrio, esfera de vidrio, cúpula de vidrio gigante en el espacio, casco de burbujas de vidrio, inspirado por Buckminster Fuller, por Buckminster Full Sphere, sphere, translucentista, geodesico geodesico, geodesico geodesico",una gran cupula azul con una fuente frente a ella cupula geodesica edificio geodesico cupulas geodesicas cupula futurista cupulas de vidrio arquitectura geodesica cupula de vidrio esfera de vidrio cupula de vidrio gigante en el espacio casco de burbujas de vidrio inspirado por buckminster fuller por buckminster full sphere sphere translucentista geodesico geodesico geodesico geodesico,azul fuente frente edificio geodesica futurista arquitectura esfera cupula gigante espacio casco burbuja vidrio inspirado fuller buckminster full sphere translucentista geodesico,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a woman in a white dress standing in an archway, dia de muertos dress and make up, la catrina, portrait of a sugar skull, skinny girl in white boho dress, dia de los muertos makeup, ( dia de los muertos ), (dia de los muertos), dia de los muertos, el dia los muertos","Una mujer con un vestido blanco de pie en un arco, el vestido y el maquillaje de Dia de Muertos, La Catrina, Retrato de un cráneo de azúcar, niña delgada con vestido boho blanco, Dia de los Muertos maquillaje, (Dia de los Muertos), (Dia de los Muertos), Dia de los Muertos, el Dié de los Muertos.",una mujer con un vestido blanco de pie en un arco el vestido y el maquillaje de dia de muertos la catrina retrato de un craneo de azucar nina delgada con vestido boho blanco dia de los muertos maquillaje dia de los muertos dia de los muertos dia de los muertos el die de los muertos,mujer pie arco catrín retrato craneo azucar nina delgado vestido boho blanco maquillaje die muerto,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a church with a clock tower and a tree, downtown mexico, tlaquepaque, tall stone spires, black domes and spires, tall spires, guanajuato, ancient catedral behind her, mexico, very long spires, asymmetrical spires, dry archways and spires, monumental structures, in a city with a rich history, majestic spires","Una iglesia con una torre de reloj y un árbol, el centro de México, el tlaquepaque, las agujas de piedra altas, las cúpulas y las agujeros negros, las agujas altas, el guanajuato, el antiguo catado detrás de ella, México, agujeros muy largos, agujeros asimétricos, arcos secos y agujeros, estructuras monumentales, en una ciudad con una rica historia, espantos majestuosos.",una iglesia con una torre de reloj y un arbol el centro de mexico el tlaquepaque las agujas de piedra altas las cupulas y las agujeros negros las agujas altas el guanajuato el antiguo catado detras de ella mexico agujeros muy largos agujeros asimetricos arcos secos y agujeros estructuras monumentales en una ciudad con una rica historia espantos majestuosos,iglesia torre reloj arbol centro tlaquepaque piedra cupula negro aguja alto guanajuato antiguo catado mexico largo asimetrico arco seco agujero estructura monumental ciudad rico historia espanto majestuoso,2,ciudad,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a plate with a dessert on it, the plate is on a wooden table, on a wooden plate, plates of fruit, served on a plate, made of fruit and flowers, food photograph, on a wooden tray, styled food photography, amazing food photography, squashed berries, on a plate, food photography, stroopwaffel, squashed berries dripping","Un plato con un postre, el plato está en una mesa de madera, en un plato de madera, platos de fruta, servido en un plato, hecho de frutas y flores, fotografía de comida, en una bandeja de madera, fotografía de alimentos de estilo, fotografía increíble de comida, bayas de calcetines, en un plato, fotografía de alimentos, estroopwaffel, bayas de machacas machacadas",un plato con un postre el plato esta en una mesa de madera en un plato de madera platos de fruta servido en un plato hecho de frutas y flores fotografia de comida en una bandeja de madera fotografia de alimentos de estilo fotografia increible de comida bayas de calcetines en un plato fotografia de alimentos estroopwaffel bayas de machacas machacadas,postre mesa servido fruta flores bandeja madera estilo increible comida calcetín plato fotografia alimento estroopwaffel bayas machaca machacada,1,comida,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a woman in a purple dress holding a disco ball, pointé pose;pursed lips, saturday night fever ( film ), nightclub dancing inspired, an epic non - binary model, antichrist dancing at studio 54, disco ball, disco balls, disco lighting, as 3 figures, night clubs and neons, gogo dancer, disco club of the occult","Una mujer con un vestido morado que sostiene una bola de discoteca, pose de puntada; labios fruncidos, fiebre del sábado por la noche (película), club nocturno de baile, una modelo épica no binaria, baile de anticristo en el estudio 54, bola de discoteca, bolas de discoteca, iluminación de discoteca, como 3 figuras, clubes nocturnos y neons, baile de gogo, club de discoteca del huevo oculto del huevo oculto",una mujer con un vestido morado que sostiene una bola de discoteca pose de puntada labios fruncidos fiebre del sabado por la noche pelicula club nocturno de baile una modelo epica no binaria baile de anticristo en el estudio 54 bola de discoteca bolas de discoteca iluminacion de discoteca como 3 figuras clubes nocturnos y neons baile de gogo club de discoteca del huevo oculto del huevo oculto,mujer vestido morado sostener pose puntado labio fruncido fiebre sabado noche pelicula modelo epico binario anticristo estudio bola iluminacion figura nocturno neons baile gogo club discoteca huevo oculto,4,inspirado,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
"a ferris with fireworks, carnival background, electric sky, ferris wheel, carnival on the background, ( ferris wheel ), fireworks on the background, fairground rides, festival, tomorrowland, explosion of neon lights, an outdoor festival stage, carnival, beautiful colorful lights, festivals, festival. scenic view at night, rave background, dance trance edm festival, circus background, colorful lights","Una ferris con fuegos artificiales, fondo de carnaval, cielo eléctrico, rueda de la fortuna, carnaval en el fondo, (rueda de la fortuna), fuegos artificiales en el fondo, paseos en el recinto ferial, festival, mañana, explosión de luces de neón, un escenario de festival al aire libre, carnaval, hermosas luces, festivales, festivales, festival.Vista panorámica por la noche, fondo rave, festival Dance Trance Edm, fondo de circo, luces coloridas",una ferris con fuegos artificiales fondo de carnaval cielo electrico rueda de la fortuna carnaval en el fondo rueda de la fortuna fuegos artificiales en el fondo paseos en el recinto ferial festival manana explosion de luces de neon un escenario de festival al aire libre carnaval hermosas luces festivales festivales festivalvista panoramica por la noche fondo rave festival dance trance edm fondo de circo luces coloridas,ferri cielo electrico rodar rueda fortuna fuego artificial paseo recinto ferial manana explosion neon escenario aire libre carnaval hermoso vista panoramico noche rave festival dance trance edm fondo circo luz colorida,3,fondo,GUADALAJARA_DESC_TRADUCIDO_LIMPIO
