prompt,prompt_traducido,prompt_limpio,texto_procesado,cluster,tema_principal,ciudad,fuente,sentimiento,frame,subtopico
"a bunch of colorful tulips in a garden, tulips, roses and tulips, colorful flowers, brightly colored flowers, magical colorful flowers, chrysanthemum and tulips, cottagecore flower garden, floral flowers colorful, rich flower colors, tulip, beautiful large flowers, colourful flowers, hortorium, spring vibrancy, flowers in a flower bed","Un montón de tulipanes coloridos en un jardín, tulipanes, rosas y tulipanes, flores coloridas, flores de colores brillantes, flores mágicas de coloridas, crisantemo y tulipan",un monton de tulipanes coloridos en un jardin tulipanes rosas y tulipanes flores coloridas flores de colores brillantes flores magicas de coloridas crisantemo y tulipan,monton colorido jardin tulipanes rosas tulipán color brillante flor magica colorida crisantemo tulipar,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,1
"two people looking at a painting in a museum, museum background, in the museum, painting in the museum, portrait of a museum art curator, in an art gallery], museum picture, in a museum room, museum exposition, in a museum, museum painting, exhibition of paintings, inside a museum, in a gallery setting, at the museum, in a baroque museum exhibit","Dos personas que miran una pintura en un museo, fondo del museo, en el museo, pintura en el museo, retrato de un curador de arte del museo, en una galería de arte], imagen del museo, en una sala de museos, exposición del museo, en un museo, pintura del museo, exposición de pinturas, dentro de un museo, en un entorno de galería, en el museo, en una exhibición de museo de barroque.",dos personas que miran una pintura en un museo fondo del museo en el museo pintura en el museo retrato de un curador de arte del museo en una galeria de arte imagen del museo en una sala de museos exposicion del museo en un museo pintura del museo exposicion de pinturas dentro de un museo en un entorno de galeria en el museo en una exhibicion de museo de barroque,persona mirar fondo retrato curador arte imagen sala exposicion pintura entorno galeria exhibicion museo barroque,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"man wearing a white shirt, art stand, native rich jewelry, mother of pearl jewelry, crafts and souvenirs, vendors, multiple earrings, jewelry display, earrings, tribal jewelry, jewelry design, gold jewlery, earring design, leather jewelry, jewlery, copious jewelry, 9 9 designs, refractive crystal jewelry, jewelry, elaborate earrings","Hombre que usa una camisa blanca, un soporte de arte, joyas ricas nativas, joyas de madre de perlas, manualidades y recuerdos, vendedores, múltiples aretes, exhibición de joyas, pendientes, joyas tribales, diseño de joyas, joyas de oro, diseño de aretes, joyería de cuero, joyas, joyas copiosas, 9 9 diseños, joyas de cristal de refracción, joyas, aretes elaborados",hombre que usa una camisa blanca un soporte de arte joyas ricas nativas joyas de madre de perlas manualidades y recuerdos vendedores multiples aretes exhibicion de joyas pendientes joyas tribales diseno de joyas joyas de oro diseno de aretes joyeria de cuero joyas joyas copiosas 9 9 disenos joyas de cristal de refraccion joyas aretes elaborados,hombre camisa blanco soporte arte rico nativo madre perla manualidad recuerdo vendedor multipl aretes exhibicion pendiente tribal oro joyeria cuero copiosa diseno cristal refraccion joya aret elaborado,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a mural on the side of a building, by David Alfaro Siqueiros, public works mural, mexican muralism ) ravi supa, by José Clemente Orozco, mural art, symbolic mural, artwork about a road to freedom, anamorphic illustration, muralism, mural, underground art, sinkhole, hyperdetailed painting, tunnels lead to different worlds","Un mural al lado de un edificio, por David Alfaro Siqueiros, Mural de Obras Públicas, Muralismo mexicano) Ravi Supa, por José Clemento Orozco, arte moral, Mural simbólico, obras de arte sobre un camino a la libertad, ilustración anamórfica, muralismo, mono, arte subterráneo, sumidero, pintura hiperdetail, túneles que conducen a mundos diferentes a los mundos a diferentes mundos",un mural al lado de un edificio por david alfaro siqueiros mural de obras publicas muralismo mexicano ravi supa por jose clemento orozco arte moral mural simbolico obras de arte sobre un camino a la libertad ilustracion anamorfica muralismo mono arte subterraneo sumidero pintura hiperdetail tuneles que conducen a mundos diferentes a los mundos a diferentes mundos,edificio david alfaro siqueiros publica mexicano ravi supo jose clemento orozco moral mural simbolico obra camino libertad ilustracion anamorfica muralismo mono arte subterraneo sumidero pintura hiperdetail tunel conducir mundo,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"people walking through a field with trees, a landscape of hedge maze, tall cypress trees, kahikatea, standing in an apple orchard, apple trees, fruit trees, cypress trees, natural botanical gardens, trees and bushes, spruce trees on the sides, pumpkin farm background, tall pine trees, cypresses, fir trees, green trees, over grown botanical garden","personas que caminan a través de un campo con árboles, un paisaje de laberinto de setos, árboles de cipreses altos, kahikatea, de pie en un huerto de manzanas, manzanos, árboles frutales, árboles de cipreses, jardines botánicos naturales, árboles y arbustos, árboles de abetos en los lados, fondo de calabazas, árboles de árboles, cipreses, cipreses, árboles verdes, árboles de árboles al altos de los altos de los jardines altos, los altos árboles altos de los jardineros al altos árboles al altos árboles al altos.",personas que caminan a traves de un campo con arboles un paisaje de laberinto de setos arboles de cipreses altos kahikatea de pie en un huerto de manzanas manzanos arboles frutales arboles de cipreses jardines botanicos naturales arboles y arbustos arboles de abetos en los lados fondo de calabazas arboles de arboles cipreses cipreses arboles verdes arboles de arboles al altos de los altos de los jardines altos los altos arboles altos de los jardineros al altos arboles al altos arboles al altos,persona caminar traves campo paisaje laberinto seto kahikatea pie huerto manzana manzanos frutal ciprés jardines botanico natural arbusto abeto lado fondo calabaza cipreses arboles verde jardín jardinero arbol alto,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a woman stands in front of a building with a sign that reads ' no ', mexico city, downtown mexico, cdx, in a city with a rich history, mexico, foto realista, guanajuato, gigapixel photo, tenochtitlan, pacal votan, cam de leon, remedios varo uranga, a monumental","Una mujer se encuentra frente a un edificio con un letrero que dice 'No', Ciudad de México, centro de México, CDX, en una ciudad con una rica historia, México, Foto Realista, Guanajuato, Gigapixel Photo, Tenochtitlan, Pacal Votan, Cam de Leon, Remedios Varo, A Monumental",una mujer se encuentra frente a un edificio con un letrero que dice no ciudad de mexico centro de mexico cdx en una ciudad con una rica historia mexico foto realista guanajuato gigapixel photo tenochtitlan pacal votan cam de leon remedios varo a monumental,mujer frente edificio letrero centro cdx ciudad rico historia mexico foto realista guanajuato gigapixel photo tenochtitlan pacal votar cam leon remedio varo monumental,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,-1
"a row of masks, rainbow colored dust mask, masked heroes, lucha libre, ornate mask and fabrics, fantastic details full faces, masks, super hero mask, unique heads, vega mask, chrome mask, metal mask, exotic costumes, detailed mask, masks on wires, alebrijes aesthetic, official store photo, red and blue garments, masked doctors","Una fila de máscaras, máscara de polvo de color arco iris, héroes enmascarados, Lucha Libre, máscara y telas ornamentadas, detalles fantásticos caras completas, máscaras, máscara de superhéroes, cabezas únicas, máscara de vega, máscara cromada, máscara de metal, disfraces exóticos, máscaras detalladas, máscaras en alambres, alebrijes estética, foto de la tienda oficial, Red and Blue Genments Genments Genments Genments Genmes, Genmes Maskors Genments Genments Genmes, Genmes enmascarados.",una fila de mascaras mascara de polvo de color arco iris heroes enmascarados lucha libre mascara y telas ornamentadas detalles fantasticos caras completas mascaras mascara de superheroes cabezas unicas mascara de vega mascara cromada mascara de metal disfraces exoticos mascaras detalladas mascaras en alambres alebrijes estetica foto de la tienda oficial red and blue genments genments genments genments genmes genmes maskors genments genments genmes genmes enmascarados,fila polvo color arco iris heroes lucha libre tela ornamentada detalle fantastico cara completo superheroes cabezas unica vega cromado mascaro metal disfraz exotico detallado mascara alambre alebrij estetico foto tienda oficial red and blue maskors genments genment genm enmascarado,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,0
"a statue of a man and woman in a garden, by Fernando Amorsolo, remedios varo y salvador dali, inspired by Eva Gonzalès, time travelers appear in a park, foto realista, parks and monuments, bronze statue and silver, by Oswaldo Guayasamín, selena quintanilla perez, by David Alfaro Siqueiros, el anatsui","a statue of a man and woman in a garden, by Fernando Amorsolo, remedios varo y salvador dali, inspired by Eva Gonzalès, time travelers appear in a park, foto realista, parks and monuments, bronze statue and silver, by Oswaldo Guayasamín, selena quintanilla perez, by David Alfaro Siqueiros, el anatsui",a statue of a man and woman in a garden by fernando amorsolo remedios varo y salvador dali inspired by eva gonzales time travelers appear in a park foto realista parks and monuments bronze statue and silver by oswaldo guayasamin selena quintanilla perez by david alfaro siqueiros el anatsui,man woman garden fernando amorsolo remedio varo salvador dali inspired eva gonzales time travelers appear park foto realista parks monuments bronze statue and silver oswaldo guayasamin selena quintanilla perez david alfaro siqueiros anatsui,3,the,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"the interior of the museum of the roman civilization, classical antiquities on display, museum background, museum exposition, museum diffuse lighting, museum light, louvre contest winner, museum lighting, historic artworks society, museum archive, réunion des musées nationaux, some marble statues can be seen, neoclassicism, museum setting, museum of art, museum photoshot","El interior del Museo de la Civilización Romana, las antigüedades clásicas en exhibición, los antecedentes del museo, la exposición del museo, la iluminación difusa del museo, la luz del museo, el ganador del concurso de Louvre, la iluminación del museo, la sociedad de obras de arte históricas, el archivo de museos, la réunion des musées naciónux, algunas estatuas de mármol se pueden ver, neoclasicismo, escenario de museos, museos de arte, museos fotos de fotos en museos.",el interior del museo de la civilizacion romana las antiguedades clasicas en exhibicion los antecedentes del museo la exposicion del museo la iluminacion difusa del museo la luz del museo el ganador del concurso de louvre la iluminacion del museo la sociedad de obras de arte historicas el archivo de museos la reunion des musees nacionux algunas estatuas de marmol se pueden ver neoclasicismo escenario de museos museos de arte museos fotos de fotos en museos,interior civilizacion romano antiguedad clasica exhibicion antecedente exposicion difús luz ganador concurso louvre iluminacion sociedad obra historica archivo reunion des musees nacionux estatua marmol neoclasicismo escenario arte foto museo,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a poster for the festival of the arts and culture in portugal, safari, safari background, autofocus, foto realista, best photography of 2 0 2 1, fotografia, flash image, f 2. 8 aperture, jpeg artifact, fotoscape, photograpphy, instagram digital, professional foto, photorealisitc, aperture f2.8","Un póster para el Festival de las Artes y la Cultura en Portugal, Safari, Fondo de Safari, Autofocus, Foto Realista, Mejor Fotografía de 2 0 2 1, Fotogramas, Imagen Flash, F 2. 8 Apertura, JPEG Artifact, Fotoscape, Fotograpphy, Instagram Digital, FotO profesional, Fotorrealisitc, Apertura F2.88888",un poster para el festival de las artes y la cultura en portugal safari fondo de safari autofocus foto realista mejor fotografia de 2 0 2 1 fotogramas imagen flash f 2 8 apertura jpeg artifact fotoscape fotograpphy instagram digital foto profesional fotorrealisitc apertura f288888,poster festival artes cultura portugal fondo safari autofocus realista fotografia fotogramas imagen flash jpeg artifact fotoscape fotograpphy instagram digital foto profesional fotorrealisitc apertura,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a poster advertising a gela ice cream, art nuevo, festival, crafts and souvenirs, naive art, vibrante colors, community celebration, victo nga, luis nieves sr, 2 0 1 9, 2019, festival of rich colors, vivide colors, feisar, carnaval de barranquilla, nazca design","Un póster que anuncia un helado de Gela, arte nuevo, festival, manualidades y recuerdos, arte ingenuo, colores vibrantes, celebración comunitaria, Victo nga, Luis Nieves Sr, 2 0 1 9, 2019, Festival de colores ricos, colores Vivide, Feisar, Carnaval de Barranquilla, Nazca Design.",un poster que anuncia un helado de gela arte nuevo festival manualidades y recuerdos arte ingenuo colores vibrantes celebracion comunitaria victo nga luis nieves sr 2 0 1 9 2019 festival de colores ricos colores vivide feisar carnaval de barranquilla nazca design,poster anunciar helado gela manualidad recuerdo arte ingenuo vibrante celebracion comunitario victo nga luis nieves festival rico color vivide feisar carnaval barranquilla nazca design,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"the city of santiago, chile, mexico city, tenochtitlan, drone view, drone photograph, parks and gardens, drone photography, surrounding the city, flying in the air over city, drone view of a city, parks and public space, lush forest in background, city of the jungle, from a bird's eye view, miles df","La ciudad de Santiago, Chile, Ciudad de México, Tenochtitlan, Vista de drones, fotografías de drones, parques y jardines, fotografía de drones, que rodea la ciudad, volando en el aire sobre la ciudad, la vista de drones de una ciudad, parques y espacio público, bosque exuberante en el fondo, ciudad de la jungla, desde una vista al ojo de pájaros, millas df df df.",la ciudad de santiago chile ciudad de mexico tenochtitlan vista de drones fotografias de drones parques y jardines fotografia de drones que rodea la ciudad volando en el aire sobre la ciudad la vista de drones de una ciudad parques y espacio publico bosque exuberante en el fondo ciudad de la jungla desde una vista al ojo de pajaros millas df df df,santiago chile mexico tenochtitlan fotografias jardines fotografia rodear volar aire drón parques espacio publico bosque exuberante fondo ciudad jungla vista ojo pajaros millas,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a long white wall, tlaquepaque, guanajuato, restaurant, busy restaurant, ornate dining hall, mexico city, breakfast at las pozas, jerez, downtown mexico, food court, restaurant interior photography, mexico, cinemática, gourmet restaurant, cafe interior, restaurant!!, restaurant!!!, seville, in a city with a rich history","Una larga pared blanca, tlaquepaca, Guanajuato, restaurante, restaurante ocupado, comedor adornado, ciudad de México, desayuno en Las Poxas, Jerez, centro de México, patio de comidas, Restaurant Interior Photography, México, Cinemática, Restaurante Gourmet, Café Interior, Restaurante !!, Evil, en una ciudad con una historia rica en una rica historia.",una larga pared blanca tlaquepaca guanajuato restaurante restaurante ocupado comedor adornado ciudad de mexico desayuno en las poxas jerez centro de mexico patio de comidas restaurant interior photography mexico cinematica restaurante gourmet cafe interior restaurante  evil en una ciudad con una historia rica en una rica historia,largo pared blanco tlaquepaca guanajuato ocupado comedor adornado desayuno poxas jerez centro patio comida restaurant photography mexico cinematico gourmet cafe interior restaurante evil ciudad rico historia,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"the garden at the resort, made of cactus spines, tlaquepaque, vegetal architecture, beautiful vistas with cacti, very surreal garden, cacti everywhere, cactus adjacent, twisted gardens, patchy cactus, hortorium, magical botanic, the empress’ swirling gardens, inside an alien jungle, plants environment, cacti, garden environment","El jardín en el complejo, hecho de espinas de cactus, tlaquepacque, arquitectura vegetal, hermosas vistas con cactus, jardín muy surrealista, cactus en todas partes, cactus adyacentes, jardines retorcidos, jardines, Patchy cactus, hortorium, botánica mágica, jardines de remolino de la embarcación, dentro de un jóven",el jardin en el complejo hecho de espinas de cactus tlaquepacque arquitectura vegetal hermosas vistas con cactus jardin muy surrealista cactus en todas partes cactus adyacentes jardines retorcidos jardines patchy cactus hortorium botanica magica jardines de remolino de la embarcacion dentro de un joven,complejo espina tlaquepacque arquitectura vegetal hermoso visto jardin surrealista parte adyacente retorcido jardín patchy cactus hortorium botanica magica jardines remolino embarcacion joven,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a group of people posing for a photo, tlaquepaque, venice biennale's golden lion, mexico city, downtown mexico, community celebration, fallas party figures, museum exposition, museum background, pink tigers, animal world, photo taken in 2018, with many travelers, pink white turquoise, italian renaissance workshop, background is a low light museum, group","a group of people posing for a photo, tlaquepaque, venice biennale's golden lion, mexico city, downtown mexico, community celebration, fallas party figures, museum exposition, museum background, pink tigers, animal world, photo taken in 2018, with many travelers, pink white turquoise, italian renaissance workshop, background is a low light museum, group",a group of people posing for a photo tlaquepaque venice biennales golden lion mexico city downtown mexico community celebration fallas party figures museum exposition museum background pink tigers animal world photo taken in 2018 with many travelers pink white turquoise italian renaissance workshop background is a low light museum group,people posing for tlaquepaque venice biennale golden lion city downtown mexico community celebration falla party figures exposition tigers animal world photo taken with many travelers pink white turquoise italian renaissance workshop background low light museum group,3,the,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEG,NEUTRAL,0
"a fountain surrounded by pink flowers in a courtyard, tlaquepaque, school courtyard, the empress’ swirling gardens, beautiful ancient garden behind, photograph of enchanted garden, las pozas, with a fishpond and courtyard, garden environment, lush vegetation in the center, gardens and fountains, swirling gardens, patio, courtyard, parks and gardens","Una fuente rodeada de flores rosadas en un patio, tlaquepaque, patio escolar, jardines giratorios de la emperatriz, hermoso antiguo jardín detrás, fotografía de jardín encantado, las pozas, con estanque de pescado y patio, entorno de jardín, vegetación exuberante en los centros, jardines y fuentes, jardines de remolino, patio, patio, patio, parques y jardines y jardines",una fuente rodeada de flores rosadas en un patio tlaquepaque patio escolar jardines giratorios de la emperatriz hermoso antiguo jardin detras fotografia de jardin encantado las pozas con estanque de pescado y patio entorno de jardin vegetacion exuberante en los centros jardines y fuentes jardines de remolino patio patio patio parques y jardines y jardines,rodeado flor rosado tlaquepaque escolar giratorio emperatriz hermoso antiguo fotografia encantado poza estanque pescado entorno jardin vegetacion exuberante centro fuente remolino patio parques jardines,4,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a mural on the side of a building, mexican muralism ) ravi supa, mural art, colorful mural on walls, downtown mexico, mural, kuala lumpur, muralism, intricate mural, symbolic mural, murals, mexico city, wall painting, ultradetailed mural, wall mural, wall with colorful graffiti, giant archways, tlaquepaque, massive decorated doors","a mural on the side of a building, mexican muralism ) ravi supa, mural art, colorful mural on walls, downtown mexico, mural, kuala lumpur, muralism, intricate mural, symbolic mural, murals, mexico city, wall painting, ultradetailed mural, wall mural, wall with colorful graffiti, giant archways, tlaquepaque, massive decorated doors",a mural on the side of a building mexican muralism  ravi supa mural art colorful mural on walls downtown mexico mural kuala lumpur muralism intricate mural symbolic mural murals mexico city wall painting ultradetailed mural wall mural wall with colorful graffiti giant archways tlaquepaque massive decorated doors,the side building mexican ravi supa art walls downtown kuala lumpur muralism intricate symbolic murals mexico city painting ultradetailed mural wall with colorful graffiti giant archways tlaquepaque massive decorated doors,3,the,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a long hallway with a wooden floor and a painting on the wall, interior of buckingham palace, hall of mirrors, white house archives, inside a museum, in the white house, museum exposition, sitting at his louis xiv desk, adjacent hallways, vatican map room, museum background, at the white house, inside a palace, museum setting, gallery setting","Un largo pasillo con un piso de madera y una pintura en la pared, el interior del palacio de Buckingham, el pasillo de los espejos, los archivos de la Casa Blanca, dentro de un museo, en la Casa Blanca, Exposición de Museo, sentado en su escritorio de Louis XIV, pasillos adyacentes, sala de mapas del Vaticano, fondo de museo, en la casa blanca, dentro de un palacio, un escenario de museo, entorno de galería.",un largo pasillo con un piso de madera y una pintura en la pared el interior del palacio de buckingham el pasillo de los espejos los archivos de la casa blanca dentro de un museo en la casa blanca exposicion de museo sentado en su escritorio de louis xiv pasillos adyacentes sala de mapas del vaticano fondo de museo en la casa blanca dentro de un palacio un escenario de museo entorno de galeria,piso madera pintura pared interior buckingham espejo archivo blanca exposicion sentado escritorio louis xiv pasillo adyacente sala mapa vaticano fondo casa blanco palacio escenario museo entorno galeria,0,ciudad,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"the guggenheim museum in downtown, giant aztec spaceship, by David Alfaro Siqueiros, cinemática, mexico city, frank gehry architecture, enormous chrome man, pritzker architecture prize, downtown mexico, massive architecture, epic architecture, frank gehry, inspired by David Alfaro Siqueiros, giant sculpture, render in pixar","the guggenheim museum in downtown, giant aztec spaceship, by David Alfaro Siqueiros, cinemática, mexico city, frank gehry architecture, enormous chrome man, pritzker architecture prize, downtown mexico, massive architecture, epic architecture, frank gehry, inspired by David Alfaro Siqueiros, giant sculpture, render in pixar",the guggenheim museum in downtown giant aztec spaceship by david alfaro siqueiros cinematica mexico city frank gehry architecture enormous chrome man pritzker architecture prize downtown mexico massive architecture epic architecture frank gehry inspired by david alfaro siqueiros giant sculpture render in pixar,the guggenheim museum aztec spaceship cinematica city enormous chrome man pritzker prize downtown mexico massive epic architecture frank gehry inspired david alfaro siqueiros giant sculpture render pixar,3,the,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a view of the city of shidi, nepal, mexico city, guanajuato, tenochtitlan, “ aerial view of a mountain, an island floating in the air, slum mountain futuristic urban, aerial view of an ancient land, aerial, city of the jungle, aerial viewyoji shinkawa, mexico, large mountain, drone view of a city","Una vista de la ciudad de Shidi, Nepal, Ciudad de México, Guanajuato, Tenochtitlan, “Vista aérea de una montaña, una isla que flota en el aire, Slum Mountain Futuristic Urban, Aerial View of a Ancient Land, Aerial, City of the Jungle, Airial Viewyoji Shinkawa, México, Gran Montaña, Vista de drones de una ciudad de una ciudad de una ciudad de una ciudad de una ciudad de una ciudad de una ciudad de una ciudad de una ciudad",una vista de la ciudad de shidi nepal ciudad de mexico guanajuato tenochtitlan vista aerea de una montana una isla que flota en el aire slum mountain futuristic urban aerial view of a ancient land aerial city of the jungle airial viewyoji shinkawa mexico gran montana vista de drones de una ciudad de una ciudad de una ciudad de una ciudad de una ciudad de una ciudad de una ciudad de una ciudad de una ciudad,shidi nepal guanajuato tenochtitlan aereo isla flotar aire slum mountain futuristic urban view ancient land aerial city the jungle airial viewyoji shinkawa mexico montana vista drón ciudad,3,the,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,-1
"a bowl filled with meat and vegetables, over a dish and over a table, gastronomy magazine, restaurant menu photo, trendy food, food focus, gastronomica magazine, styled food photography, molecular gastronomy, culinary art photography, served on a plate, salad and white colors in scheme, thanshuhai, award winning food photo, professional food photography, delicious food, food photography","Un tazón lleno de carne y vegetales, sobre un plato y sobre una mesa, revista gastronomía, foto del menú de restaurante, comida moderna, enfoque de alimentos, revista gastronomica, fotografía de alimentos de estilo, gastronomía molecular, fotografía de arte culinario, servido en un plato, ensalada y colores blanco en esquema, tanshuhai, galardonada foto de alimentos, fotografía de alimentos profesionales, comida deliciosa, fotografía, fotografía, fotografía de alimentos, fotografías de ensaladas y colores blancos en esquema, Thanshuhai, fotografía premiada, fotografía de alimentos profesionales, alimentos, deliciosos alimentos, fotografía, fotografía de alimentos, fotografía de alimentos, ensalada y colores blancos",un tazon lleno de carne y vegetales sobre un plato y sobre una mesa revista gastronomia foto del menu de restaurante comida moderna enfoque de alimentos revista gastronomica fotografia de alimentos de estilo gastronomia molecular fotografia de arte culinario servido en un plato ensalada y colores blanco en esquema tanshuhai galardonada foto de alimentos fotografia de alimentos profesionales comida deliciosa fotografia fotografia fotografia de alimentos fotografias de ensaladas y colores blancos en esquema thanshuhai fotografia premiada fotografia de alimentos profesionales alimentos deliciosos alimentos fotografia fotografia de alimentos fotografia de alimentos ensalada y colores blancos,tazon lleno carne vegetal mesa menu restaurante moderno enfoque revista gastronomico estilo gastronomia molecular arte culinario servido plato tanshuhai galardonado foto comida deliciós ensalada esquema thanshuhai premiado profesional delicioso fotografia alimento ensalado color blanco,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a red poins with yellow stamens, elaborate floral ornament, red and magenta flowers, bracts, bright fuchsia skin, festive colors, fuchsia skin, red flowers of different types, vibrant red and green colours, high detailed photography red, red flower, floral ornaments, tiny crimson petals falling, red blooming flowers, red and green tones","Un color rojo con estambres amarillos, adornos florales elaborados, flores rojas y magenta, brácteas, piel fucsia brillante, colores festivos, piel fucsia, flores rojas de diferentes tipos, colores rojos y verdes vibrantes, fotografía detallada, flor roja, ornamentos florales, pétalos pequeños carmesí cayendo, flores de floración roja, rojos y verdes, tonos verdes y ecológicos",un color rojo con estambres amarillos adornos florales elaborados flores rojas y magenta bracteas piel fucsia brillante colores festivos piel fucsia flores rojas de diferentes tipos colores rojos y verdes vibrantes fotografia detallada flor roja ornamentos florales petalos pequenos carmesi cayendo flores de floracion roja rojos y verdes tonos verdes y ecologicos,estambr amarillo adorno elaborado magenta bracteas brillante festivo piel fucsia tipo color vibrante fotografia detallado ornamento floral petalo pequeno carmesi caer flor floracion rojo tono verde ecologico,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,POS,NEUTRAL,1
"a display of photographs and a table with a laptop, museum exhibit, museum photography, museum setting, museum archive, museum diffuse lighting, exhibit, scans from museum collection, museum archival photo, museum display, photograph of 3d ios room, rembrandt exhibition, william blake art exhibit, smithsonian, museum curator, museum exposition, photoscanned, pixar rendering, museum lighting","a display of photographs and a table with a laptop, museum exhibit, museum photography, museum setting, museum archive, museum diffuse lighting, exhibit, scans from museum collection, museum archival photo, museum display, photograph of 3d ios room, rembrandt exhibition, william blake art exhibit, smithsonian, museum curator, museum exposition, photoscanned, pixar rendering, museum lighting",a display of photographs and a table with a laptop museum exhibit museum photography museum setting museum archive museum diffuse lighting exhibit scans from museum collection museum archival photo museum display photograph of 3d ios room rembrandt exhibition william blake art exhibit smithsonian museum curator museum exposition photoscanned pixar rendering museum lighting,photographs and table with laptop photography setting archive diffuse scans from collection archival photo display photograph ios room rembrandt exhibition william blake art exhibit smithsonian curator exposition photoscanned pixar rendering museum lighting,3,the,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
"a statue of a man sitting on top of a stone, nicolas cage mossy statue, jose miguel roman frances, tlaquepaque, juan diaz canales, pierre puvis de chavannesa, james gunn, grave, on a marble pedestal, parks and monuments, lady gaga president of argentina, john paul ii, mexico city, parce sepulto","Una estatua de un hombre sentado en la cima de una piedra, Nicolas Cage Mossy Statue, Jose Miguel Roman Frances, Tlaquepaco, Juan Díaz Canales, Pierre Pudrem de Chavannesa, James Gunn, tumba, en un pedestal de mármol, Parques y Monumentos, Lady Gaga Presidenta de Argentina, John Paul II, México Ciudad, Parce Sepulto",una estatua de un hombre sentado en la cima de una piedra nicolas cage mossy statue jose miguel roman frances tlaquepaco juan diaz canales pierre pudrem de chavannesa james gunn tumba en un pedestal de marmol parques y monumentos lady gaga presidenta de argentina john paul ii mexico ciudad parce sepulto,estatua hombre sentado cima piedra nicolas cage mossy statue jose miguel roman frances tlaquepaco juan diaz canales pierre pudrem chavannesa james gunn tumbar pedestal marmol parques monumento lady gaga presidenta argentina john paul mexico ciudad parce sepulto,1,muerto,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,1
"a woman standing behind a table with food, fallas party figures, artsation contest winner, made of candy and lollypops, arper's bazaar, made of food, everything is made of candy, a table full of candy, art stand, made out of sweets, candy decorations, candy shop in a mall, food head, fantasy food world, food stall","Una mujer que está parada detrás de una mesa con comida, figuras de fiesta de Fallas, ganadora del concurso de artesas, hecha de dulces y lollypops, Bazaar de Arper, hecho de comida, todo está hecho de dulces, una mesa llena de dulces, soporte de arte, hecho de dulces, decoraciones de dulces, tienda de dulces en un centro comercial, cabeza de comida, mundo de comida de fantasía, parque de comida",una mujer que esta parada detras de una mesa con comida figuras de fiesta de fallas ganadora del concurso de artesas hecha de dulces y lollypops bazaar de arper hecho de comida todo esta hecho de dulces una mesa llena de dulces soporte de arte hecho de dulces decoraciones de dulces tienda de dulces en un centro comercial cabeza de comida mundo de comida de fantasia parque de comida,mujer parada figura fiesta falla ganador concurso artesa hecho lollypops bazaar arper mesa lleno soporte arte decoración dulce tienda dulz centro comercial cabeza mundo fantasia parque comida,2,flor,CDMX_DESC_TRADUCIDO_LIMPIO,descripcion,NEU,NEUTRAL,0
